Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2018,Utilities,Storm Drainage Fund,Labor and Supply Offset,4133372,E,Enterprise Funds,2877
2018,Information Technology,Recycling and Solid Waste,Transfers,192468,E,Enterprise Funds,2879
2018,Public Works,Gas Tax 2106,Labor and Supply Offset,10745399,E,Other Governmental Funds,2880
2018,Finance,Oak Park PBID,Labor and Supply Offset,2171,E,Other Governmental Funds,2881
2018,Utilities,Storm Drainage Fund,Operating Transfers,3949200,E,Enterprise Funds,2882
2018,Information Technology,Storm Drainage Fund,Labor and Supply Offset,26403,E,Enterprise Funds,2884
2018,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,1524163,E,Other Governmental Funds,2885
2018,Finance,Old Sacto Maint Dist,Labor and Supply Offset,4617,E,Other Governmental Funds,2886
2018,Utilities,Storm Drainage Fund,Other Services and Supplies,8173551,E,Enterprise Funds,2887
2018,Information Technology,Storm Drainage Fund,Transfers,142135,E,Enterprise Funds,2889
2018,Public Works,Laguna Creek Maint Dist,Labor and Supply Offset,43200,E,Other Governmental Funds,2890
2018,Public Works,Land Park,Labor and Supply Offset,52850,E,Other Governmental Funds,2891
2018,Public Works,Landscaping and Lighting,Labor and Supply Offset,11504174,E,Other Governmental Funds,2892
2018,Public Works,Landscaping and Lighting,Operating Transfers,0,E,Other Governmental Funds,2893
2018,Public Works,Marina Fund,Employee Services,381188,E,Other Governmental Funds,2894
2018,Public Works,Marina Fund,Labor and Supply Offset,3876,E,Other Governmental Funds,2895
2018,Public Works,Marina Fund,Other Services and Supplies,351401,E,Other Governmental Funds,2896
2018,Public Works,N Nat Lndscp 99-02,Labor and Supply Offset,336263,E,Other Governmental Funds,2897
2018,Public Works,N Natomas Lands CFD 3,Labor and Supply Offset,410500,E,Other Governmental Funds,2898
2018,Public Works,Neighborhood Lighting Dist,Labor and Supply Offset,25009,E,Other Governmental Funds,2899
2018,Public Works,Neighborhood Water Quality Dist,Labor and Supply Offset,26592,E,Other Governmental Funds,2900
2018,Public Works,New Measure A Maintenance,Labor and Supply Offset,8930697,E,Other Governmental Funds,2901
2018,Public Works,Northside Subdiv Maint Dist,Labor and Supply Offset,4075,E,Other Governmental Funds,2902
2018,Public Works,Power Inn Rd Md 2003-01,Labor and Supply Offset,5725,E,Other Governmental Funds,2903
2018,Public Works,Railyards Maint CFD No 2014-04,Labor and Supply Offset,39617,E,Other Governmental Funds,2904
2018,Public Works,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,32928,E,Other Governmental Funds,2905
2018,Public Works,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,41710,E,Other Governmental Funds,2906
2018,Public Works,State Route 160,Labor and Supply Offset,0,E,Other Governmental Funds,2907
2018,Public Works,State Route 275,Labor and Supply Offset,0,E,Other Governmental Funds,2908
2018,Public Works,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,296107,E,Other Governmental Funds,2909
2018,Public Works,Traffic Safety Fund,Labor and Supply Offset,857821,E,Other Governmental Funds,2910
2018,Public Works,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,26786,E,Other Governmental Funds,2911
2018,Public Works,Willowcreek Assmnt Md,Labor and Supply Offset,11600,E,Other Governmental Funds,2912
2018,Public Works,Willowcreek Lndscpng CFD,Labor and Supply Offset,82703,E,Other Governmental Funds,2913
2018,Public Works,Parking Fund,"Charges, Fees, and Services",18544249,R,Enterprise Funds,2914
2018,Public Works,Parking Fund,"Interest, Rents, and Concessions",673962,R,Enterprise Funds,2915
2018,Public Works,Recycling and Solid Waste,"Charges, Fees, and Services",62817000,R,Enterprise Funds,2916
2018,Public Works,Recycling and Solid Waste,Intergovernmental,182500,R,Enterprise Funds,2917
2018,Public Works,General Fund,"Charges, Fees, and Services",11062464,R,General Fund,2918
2018,Public Works,General Fund,"Fines, Forfeitures, and  Penalties",10827683,R,General Fund,2919
2018,Public Works,General Fund,"Interest, Rents, and Concessions",49000,R,General Fund,2920
2018,Public Works,General Fund,Intergovernmental,198000,R,General Fund,2921
2018,Public Works,General Fund,Licenses and Permits,39000,R,General Fund,2922
2018,Public Works,Fleet Management Fund,"Charges, Fees, and Services",6278609,R,Internal Service Funds,2923
2018,Public Works,Fleet Management Fund,"Interest, Rents, and Concessions",528579,R,Internal Service Funds,2924
2018,Public Works,Fleet Management Fund,Miscellaneous Revenue,43538928,R,Internal Service Funds,2925
2018,Public Works,Cal EPA Fund,Intergovernmental,172370,R,Other Governmental Funds,2926
2018,Public Works,Marina Fund,"Charges, Fees, and Services",264000,R,Other Governmental Funds,2927
2018,Public Works,Marina Fund,Intergovernmental,25000,R,Other Governmental Funds,2928
2018,Public Works,Marina Fund,Licenses and Permits,1069575,R,Other Governmental Funds,2929
2018,Public Works,Street Cut Fund,Licenses and Permits,50000,R,Other Governmental Funds,2930
2018,Utilities,Community Center Fund,Labor and Supply Offset,4983,E,Enterprise Funds,2931
2018,Finance,Power Inn Area Prop & Business,Labor and Supply Offset,3908,E,Other Governmental Funds,2932
2018,Utilities,Storm Drainage Fund,Transfers,-675819,E,Enterprise Funds,2933
2018,Finance,Power Inn Rd Md 2003-01,Labor and Supply Offset,4446,E,Other Governmental Funds,2935
2018,Utilities,Wastewater Fund,City Property,2367500,E,Enterprise Funds,2937
2018,Finance,Railyards Maint CFD No 2014-04,Labor and Supply Offset,1578,E,Other Governmental Funds,2938
2018,Information Technology,Wastewater Fund,Labor and Supply Offset,35217,E,Enterprise Funds,2939
2018,Utilities,Wastewater Fund,Employee Services,9089190,E,Enterprise Funds,2940
2018,Finance,Sac Tourism Marketing District,Labor and Supply Offset,114000,E,Other Governmental Funds,2941
2018,Information Technology,Wastewater Fund,Transfers,224276,E,Enterprise Funds,2942
2018,Utilities,Wastewater Fund,Labor and Supply Offset,6448866,E,Enterprise Funds,2943
2018,Finance,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,3425,E,Other Governmental Funds,2945
2018,Information Technology,Water Fund,Labor and Supply Offset,144469,E,Enterprise Funds,2946
2018,Utilities,Wastewater Fund,Operating Transfers,3957300,E,Enterprise Funds,2947
2018,Finance,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,6109,E,Other Governmental Funds,2949
2018,Information Technology,Water Fund,Transfers,315807,E,Enterprise Funds,2950
2018,Utilities,Wastewater Fund,Other Services and Supplies,7042038,E,Enterprise Funds,2951
2018,Finance,Special District Info/Rpt Sys,Labor and Supply Offset,54000,E,Other Governmental Funds,2953
2018,Information Technology,General Fund,City Property,369195,E,General Fund,2954
2018,Utilities,Wastewater Fund,Transfers,109616,E,Enterprise Funds,2955
2018,Finance,Special District Info/Rpt Sys,Other Services and Supplies,93993,E,Other Governmental Funds,2957
2018,Information Technology,General Fund,Employee Services,21970280,E,General Fund,2958
2018,Utilities,Water Fund,City Property,2592145,E,Enterprise Funds,2959
2018,Finance,Stockton Blvd PBID,Labor and Supply Offset,1084,E,Other Governmental Funds,2961
2018,Information Technology,General Fund,Labor and Supply Offset,-8115826,E,General Fund,2962
2018,Utilities,Water Fund,Employee Services,37694203,E,Enterprise Funds,2963
2018,Finance,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,31422,E,Other Governmental Funds,2965
2018,Information Technology,General Fund,Other Services and Supplies,977324,E,General Fund,2966
2018,Utilities,Water Fund,Labor and Supply Offset,-10399737,E,Enterprise Funds,2967
2018,Finance,Sutter Business Imprvmt Area,Other Services and Supplies,150000,E,Other Governmental Funds,2969
2018,Information Technology,General Fund,Transfers,-1330341,E,General Fund,2970
2018,Utilities,Water Fund,Operating Transfers,13018830,E,Enterprise Funds,2971
2018,Finance,The River District PBID,Labor and Supply Offset,1701,E,Other Governmental Funds,2973
2018,Information Technology,Fleet Management Fund,Labor and Supply Offset,0,E,Internal Service Funds,2974
2018,Utilities,Water Fund,Other Services and Supplies,22975287,E,Enterprise Funds,2975
2018,Finance,Township 9 CFD No. 2012-06,Labor and Supply Offset,1434,E,Other Governmental Funds,3009
2018,Finance,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,10291,E,Other Governmental Funds,3010
2018,Finance,Willowcreek Assmnt Md,Labor and Supply Offset,9009,E,Other Governmental Funds,3011
2018,Finance,Willowcreek Lndscpng CFD,Labor and Supply Offset,2689,E,Other Governmental Funds,3012
2018,Finance,General Fund,"Charges, Fees, and Services",92293,R,General Fund,3013
2018,Finance,General Fund,"Fines, Forfeitures, and  Penalties",18000,R,General Fund,3014
2018,Finance,General Fund,Intergovernmental,116084,R,General Fund,3015
2018,Finance,General Fund,Licenses and Permits,5589482,R,General Fund,3016
2018,Finance,General Fund,Miscellaneous Revenue,153533,R,General Fund,3017
2018,Finance,12th Street Maint Benefit Area,"Charges, Fees, and Services",15531,R,Other Governmental Funds,3018
2018,Finance,Del Paso Nuevo Landscaping CFD,"Charges, Fees, and Services",35989,R,Other Governmental Funds,3019
2018,Finance,Del Paso PBID,"Charges, Fees, and Services",28377,R,Other Governmental Funds,3020
2018,Finance,Del Paso Prop & Business Imprv,"Charges, Fees, and Services",362398,R,Other Governmental Funds,3021
2018,Finance,Downtown Management District,"Charges, Fees, and Services",2949913,R,Other Governmental Funds,3022
2018,Finance,Downtown Plaza PBID,"Charges, Fees, and Services",42653,R,Other Governmental Funds,3023
2018,Finance,Franklin Blvd PBID,"Charges, Fees, and Services",37595,R,Other Governmental Funds,3024
2018,Finance,Franklin Boulevard PBID,"Charges, Fees, and Services",141274,R,Other Governmental Funds,3025
2018,Finance,Greater Broadway PBID,"Charges, Fees, and Services",277467,R,Other Governmental Funds,3026
2018,Finance,Handle BID No 2011-04,"Charges, Fees, and Services",200000,R,Other Governmental Funds,3027
2018,Finance,Laguna Creek Maint Dist,"Charges, Fees, and Services",182851,R,Other Governmental Funds,3028
2018,Finance,Landscaping and Lighting,"Charges, Fees, and Services",15944091,R,Other Governmental Funds,3029
2018,Finance,Mack Road PBID,"Charges, Fees, and Services",649621,R,Other Governmental Funds,3030
2018,Finance,Major Street Construction Fund,Taxes,1800000,R,Other Governmental Funds,3031
2018,Finance,Midtown Sacramento PBID,"Charges, Fees, and Services",1643606,R,Other Governmental Funds,3032
2018,Finance,N Nat Lndscp 99-02,"Charges, Fees, and Services",355844,R,Other Governmental Funds,3033
2018,Finance,N Natomas Lands CFD 3,"Charges, Fees, and Services",2019577,R,Other Governmental Funds,3034
2018,Finance,N Natomas Transp Mgmt Assoc,"Charges, Fees, and Services",1220329,R,Other Governmental Funds,3035
2018,Finance,Neighborhood Lighting Dist,"Charges, Fees, and Services",44147,R,Other Governmental Funds,3036
2018,Finance,Neighborhood Park Maint CFD,"Charges, Fees, and Services",1268823,R,Other Governmental Funds,3037
2018,Finance,Neighborhood Water Quality Dist,"Charges, Fees, and Services",49720,R,Other Governmental Funds,3038
2018,Information Technology,4th R Program,Labor and Supply Offset,16000,E,Other Governmental Funds,3039
2018,Utilities,Water Fund,Transfers,558203,E,Enterprise Funds,3040
2018,Information Technology,Gas Tax 2106,Labor and Supply Offset,91874,E,Other Governmental Funds,3041
2018,Utilities,General Fund,Labor and Supply Offset,114410,E,General Fund,3042
2018,Information Technology,Interdepartmental Service Fund,Labor and Supply Offset,6063484,E,Other Governmental Funds,3043
2018,Utilities,General Fund,Transfers,8000,E,General Fund,3044
2018,Information Technology,START Fund,Labor and Supply Offset,40000,E,Other Governmental Funds,3045
2018,Utilities,Fleet Management Fund,Labor and Supply Offset,147729,E,Internal Service Funds,3046
2018,Mayor/Council,Storm Drainage Fund,Transfers,23338,E,Enterprise Funds,3047
2018,Utilities,Golf Fund,Labor and Supply Offset,8550,E,Other Governmental Funds,3048
2018,Mayor/Council,Wastewater Fund,Transfers,20156,E,Enterprise Funds,3049
2018,Utilities,Landscaping and Lighting,Labor and Supply Offset,40000,E,Other Governmental Funds,3050
2018,Mayor/Council,Water Fund,Transfers,62589,E,Enterprise Funds,3051
2018,Utilities,N Natomas Lands CFD 3,Labor and Supply Offset,300000,E,Other Governmental Funds,3052
2018,Mayor/Council,General Fund,City Property,12100,E,General Fund,3053
2018,Utilities,Neighborhood Water Quality Dist,Labor and Supply Offset,3000,E,Other Governmental Funds,3054
2018,Utilities,Northside Subdiv Maint Dist,Labor and Supply Offset,8000,E,Other Governmental Funds,3055
2018,Utilities,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,298120,E,Other Governmental Funds,3056
2018,Utilities,Township 9 CFD No. 2012-06,Labor and Supply Offset,9000,E,Other Governmental Funds,3057
2018,Utilities,Willowcreek Assmnt Md,Labor and Supply Offset,20000,E,Other Governmental Funds,3058
2018,Utilities,Storm Drainage Fund,"Charges, Fees, and Services",36061649,R,Enterprise Funds,3059
2018,Utilities,Storm Drainage Fund,Licenses and Permits,25000,R,Enterprise Funds,3060
2018,Utilities,Wastewater Fund,"Charges, Fees, and Services",36215798,R,Enterprise Funds,3061
2018,Utilities,Wastewater Fund,Intergovernmental,1012584,R,Enterprise Funds,3062
2018,Utilities,Water Fund,"Charges, Fees, and Services",115226119,R,Enterprise Funds,3063
2018,Utilities,Water Fund,Intergovernmental,113645,R,Enterprise Funds,3064
2018,Utilities,Water Fund,Licenses and Permits,71018,R,Enterprise Funds,3065
2018,Mayor/Council,General Fund,Employee Services,5742738,E,General Fund,3077
2018,Mayor/Council,General Fund,Labor and Supply Offset,-1700987,E,General Fund,3078
2018,Mayor/Council,General Fund,Other Services and Supplies,1371504,E,General Fund,3079
2018,Mayor/Council,General Fund,Transfers,-106083,E,General Fund,3080
2018,Mayor/Council,Interdepartmental Service Fund,Labor and Supply Offset,1700987,E,Other Governmental Funds,3081
2018,Mayor/Council,Risk Mgmt Fund,Labor and Supply Offset,0,E,Risk Management,3082
2018,Non-Appropriated,Interdepartmental Service Fund,Labor and Supply Offset,-20013434,E,Other Governmental Funds,3083
2018,Parks and Recreation,General Fund,City Property,1327961,E,General Fund,3084
2018,Parks and Recreation,General Fund,Employee Services,26852907,E,General Fund,3085
2018,Parks and Recreation,General Fund,Labor and Supply Offset,-15980812,E,General Fund,3086
2018,Parks and Recreation,General Fund,Operating Transfers,319300,E,General Fund,3087
2018,Parks and Recreation,General Fund,Other Services and Supplies,9791313,E,General Fund,3088
2018,Parks and Recreation,4th R Program,City Property,19800,E,Other Governmental Funds,3089
2018,Parks and Recreation,4th R Program,Employee Services,5097342,E,Other Governmental Funds,3090
2018,Parks and Recreation,4th R Program,Labor and Supply Offset,1000,E,Other Governmental Funds,3091
2018,Parks and Recreation,4th R Program,Operating Transfers,0,E,Other Governmental Funds,3092
2018,Parks and Recreation,4th R Program,Other Services and Supplies,908700,E,Other Governmental Funds,3093
2018,Parks and Recreation,Golf Fund,Employee Services,126475,E,Other Governmental Funds,3094
2018,Parks and Recreation,Golf Fund,Other Services and Supplies,67889,E,Other Governmental Funds,3095
2018,Parks and Recreation,Laguna Creek Maint Dist,Labor and Supply Offset,145000,E,Other Governmental Funds,3096
2018,Parks and Recreation,Land Park,Labor and Supply Offset,139000,E,Other Governmental Funds,3097
2018,Parks and Recreation,Landscaping and Lighting,Labor and Supply Offset,3548744,E,Other Governmental Funds,3098
2018,Parks and Recreation,N Natomas Lands CFD 3,Labor and Supply Offset,1737881,E,Other Governmental Funds,3099
2018,Parks and Recreation,Neighborhood Park Maint CFD,Labor and Supply Offset,1245000,E,Other Governmental Funds,3100
2018,Parks and Recreation,Neighborhood Water Quality Dist,Labor and Supply Offset,24000,E,Other Governmental Funds,3101
2018,Debt Service,2015 Refunding Revenue Bond,City Debt Service,0,E,Other Governmental Funds,3102
2018,Debt Service,2016 Lease Financing-H Street,City Debt Service,669939,E,Other Governmental Funds,3103
2018,Debt Service,Debt Service - Other City Debt,City Debt Service,102599,E,Other Governmental Funds,3104
2018,Debt Service,Debt Service-93 Series A,City Debt Service,0,E,Other Governmental Funds,3105
2018,Debt Service,Debt Service-93 Series B,City Debt Service,0,E,Other Governmental Funds,3106
2018,Debt Service,Golf Fund,City Debt Service,1167984,E,Other Governmental Funds,3107
2018,Debt Service,Kings-Arco Arena Acquisition,City Debt Service,5953976,E,Other Governmental Funds,3108
2018,Debt Service,Marina Fund,City Debt Service,1321731,E,Other Governmental Funds,3109
2018,Debt Service,NNFP Public Facilities Fee Fund,City Debt Service,1899280,E,Other Governmental Funds,3110
2018,Debt Service,NNFP Reg Park Land Acquisition,City Debt Service,422046,E,Other Governmental Funds,3111
2018,Debt Service,"2006 CIRBs (Refunding), Series E",Intergovernmental,104465,R,Other Governmental Funds,3112
2018,Debt Service,"2006 CIRBs, Series B (CRCIP)","Interest, Rents, and Concessions",87600,R,Other Governmental Funds,3113
2018,Debt Service,"2006 CIRBs, Series B (CRCIP)",Intergovernmental,1119253,R,Other Governmental Funds,3114
2018,Debt Service,2015 Golden 1 Center Revenue Bonds,"Interest, Rents, and Concessions",6500000,R,Other Governmental Funds,3115
2018,Debt Service,2016 Lease Financing-H Street,Intergovernmental,669939,R,Other Governmental Funds,3116
2018,Debt Service,Debt Service - Other City Debt,"Interest, Rents, and Concessions",8645,R,Other Governmental Funds,3117
2018,Debt Service,Debt Service - Other City Debt,Intergovernmental,93954,R,Other Governmental Funds,3118
2018,Debt Service,Kings-Arco Arena Acquisition,"Interest, Rents, and Concessions",5953976,R,Other Governmental Funds,3119
2018,Economic Development,General Fund,City Property,0,E,General Fund,3120
2018,Economic Development,General Fund,Employee Services,0,E,General Fund,3121
2018,Economic Development,General Fund,Labor and Supply Offset,0,E,General Fund,3122
2018,Economic Development,General Fund,Other Services and Supplies,0,E,General Fund,3123
2018,Economic Development,Innovation and Growth Fund,Other Services and Supplies,0,E,Other Governmental Funds,3124
2018,Economic Development,General Fund,"Charges, Fees, and Services",0,R,General Fund,3125
2018,Finance,Parking Fund,Labor and Supply Offset,93333,E,Enterprise Funds,3126
2018,Finance,General Fund,City Property,44400,E,General Fund,3127
2018,Finance,General Fund,Employee Services,9719256,E,General Fund,3128
2018,Finance,General Fund,Labor and Supply Offset,-4880271,E,General Fund,3129
2018,Finance,General Fund,Operating Transfers,0,E,General Fund,3130
2018,Finance,General Fund,Other Services and Supplies,6325615,E,General Fund,3131
2018,Finance,General Fund,Transfers,121242,E,General Fund,3132
2018,Finance,12th Street Maint Benefit Area,Labor and Supply Offset,3194,E,Other Governmental Funds,3133
2018,Finance,Cty/Cnty Office-Water Planning,Labor and Supply Offset,39000,E,Other Governmental Funds,3134
2018,Finance,Del Paso Nuevo Landscaping CFD,Labor and Supply Offset,3740,E,Other Governmental Funds,3135
2018,Finance,Del Paso Prop & Business Imprv,Labor and Supply Offset,5261,E,Other Governmental Funds,3136
2018,Finance,Downtown Impact Fee Fund,Other Services and Supplies,250000,E,Other Governmental Funds,3137
2018,Finance,Downtown Management District,Labor and Supply Offset,9439,E,Other Governmental Funds,3138
2018,Finance,Franklin Boulevard PBID,Labor and Supply Offset,1470,E,Other Governmental Funds,3139
2018,Finance,Greater Broadway PBID,Labor and Supply Offset,1119,E,Other Governmental Funds,3140
2018,Finance,Handle BID No 2011-04,Labor and Supply Offset,3718,E,Other Governmental Funds,3141
2018,Finance,Handle BID No 2011-04,Other Services and Supplies,196282,E,Other Governmental Funds,3142
2018,Finance,Interdepartmental Service Fund,Labor and Supply Offset,2929058,E,Other Governmental Funds,3143
2018,Finance,Laguna Creek Maint Dist,Labor and Supply Offset,13511,E,Other Governmental Funds,3144
2018,Finance,Landscaping and Lighting,Labor and Supply Offset,311073,E,Other Governmental Funds,3145
2018,Finance,Mack Road PBID,Labor and Supply Offset,3985,E,Other Governmental Funds,3146
2018,Finance,Midtown Sacramento PBID,Labor and Supply Offset,1960,E,Other Governmental Funds,3147
2018,Finance,N Nat Lndscp 99-02,Labor and Supply Offset,17614,E,Other Governmental Funds,3148
2018,Finance,N Natomas Lands CFD 3,Labor and Supply Offset,38478,E,Other Governmental Funds,3149
2018,Finance,N Natomas Transp Mgmt Assoc,Labor and Supply Offset,28322,E,Other Governmental Funds,3150
2018,Finance,Natomas Central CFD 2006-02,Labor and Supply Offset,11735,E,Other Governmental Funds,3151
2018,Parks and Recreation,Park Development Fund,City Property,50000,E,Other Governmental Funds,3152
2018,Parks and Recreation,Park Development Fund,Labor and Supply Offset,142600,E,Other Governmental Funds,3153
2018,Parks and Recreation,Park Development Fund,Operating Transfers,-19763,E,Other Governmental Funds,3154
2018,Parks and Recreation,Quimby Act Fund,Other Services and Supplies,10000,E,Other Governmental Funds,3155
2018,Parks and Recreation,Railyards Maint CFD No 2014-04,Labor and Supply Offset,0,E,Other Governmental Funds,3156
2018,Parks and Recreation,START Fund,Employee Services,838060,E,Other Governmental Funds,3157
2018,Parks and Recreation,START Fund,Labor and Supply Offset,-689439,E,Other Governmental Funds,3158
2018,Parks and Recreation,START Fund,Operating Transfers,-299537,E,Other Governmental Funds,3159
2018,Parks and Recreation,START Fund,Other Services and Supplies,662554,E,Other Governmental Funds,3160
2018,Parks and Recreation,General Fund,"Charges, Fees, and Services",3620476,R,General Fund,3161
2018,Parks and Recreation,General Fund,Intergovernmental,259837,R,General Fund,3162
2018,Parks and Recreation,General Fund,Licenses and Permits,607548,R,General Fund,3163
2018,Parks and Recreation,4th R Program,"Charges, Fees, and Services",5446345,R,Other Governmental Funds,3164
2018,Parks and Recreation,4th R Program,Intergovernmental,633695,R,Other Governmental Funds,3165
2018,Parks and Recreation,4th R Program,Miscellaneous Revenue,4000,R,Other Governmental Funds,3166
2018,Parks and Recreation,Golf Fund,"Charges, Fees, and Services",1365460,R,Other Governmental Funds,3167
2018,Parks and Recreation,Golf Fund,Miscellaneous Revenue,114351,R,Other Governmental Funds,3168
2018,Parks and Recreation,Land Park,"Charges, Fees, and Services",91000,R,Other Governmental Funds,3169
2018,Parks and Recreation,Park Development Fund,Licenses and Permits,63454,R,Other Governmental Funds,3170
2018,Parks and Recreation,START Fund,"Charges, Fees, and Services",0,R,Other Governmental Funds,3171
2018,Parks and Recreation,START Fund,Intergovernmental,560250,R,Other Governmental Funds,3172
2018,Police,General Fund,City Property,3463743,E,General Fund,3173
2018,Police,General Fund,Employee Services,144348544,E,General Fund,3174
2018,Police,General Fund,Labor and Supply Offset,-27174440,E,General Fund,3175
2018,Police,General Fund,Other Services and Supplies,10481377,E,General Fund,3176
2018,Police,General Fund,Transfers,0,E,General Fund,3177
2018,Police,Interdepartmental Service Fund,Labor and Supply Offset,0,E,Other Governmental Funds,3178
2018,Police,Risk Mgmt Fund,Labor and Supply Offset,547127,E,Risk Management,3179
2018,Police,General Fund,"Charges, Fees, and Services",9979000,R,General Fund,3180
2018,Police,General Fund,"Fines, Forfeitures, and  Penalties",415000,R,General Fund,3181
2018,Police,General Fund,Intergovernmental,679000,R,General Fund,3182
2018,Police,General Fund,Licenses and Permits,1108000,R,General Fund,3183
2018,Police,Traffic Safety Fund,"Fines, Forfeitures, and  Penalties",600000,R,Other Governmental Funds,3184
2018,Public Works,Parking Fund,City Property,55097,E,Enterprise Funds,3185
2018,Public Works,Parking Fund,Employee Services,4762157,E,Enterprise Funds,3186
2018,Public Works,Parking Fund,Labor and Supply Offset,1542124,E,Enterprise Funds,3187
2018,Public Works,Parking Fund,Operating Transfers,2063100,E,Enterprise Funds,3188
2018,Public Works,Parking Fund,Other Services and Supplies,3244694,E,Enterprise Funds,3189
2018,Public Works,Recycling and Solid Waste,City Property,6197984,E,Enterprise Funds,3190
2018,Public Works,Recycling and Solid Waste,Employee Services,15588726,E,Enterprise Funds,3191
2018,Public Works,Recycling and Solid Waste,Labor and Supply Offset,2293838,E,Enterprise Funds,3192
2018,Public Works,Recycling and Solid Waste,Operating Transfers,6815100,E,Enterprise Funds,3193
2018,Public Works,Recycling and Solid Waste,Other Services and Supplies,25684342,E,Enterprise Funds,3194
2018,Public Works,Storm Drainage Fund,Labor and Supply Offset,195000,E,Enterprise Funds,3195
2018,Public Works,General Fund,City Property,3628528,E,General Fund,3196
2018,Public Works,General Fund,Employee Services,42713165,E,General Fund,3197
2018,Public Works,General Fund,Labor and Supply Offset,-57395612,E,General Fund,3198
2018,Public Works,General Fund,Other Services and Supplies,23074048,E,General Fund,3199
2018,Public Works,Fleet Management Fund,City Property,23179488,E,Internal Service Funds,3200
